Regex;name;cbscode;amsterdamcode
(?:[^a-zA-Z]|\b)drongele(n|n.?.?hangoord.?.?gansoyen.?.?e?n?doevere)(?:[^a-zA-Z]|\b);Drongelen,Haagoord,Gansoyen,Doevere;1263;10111
(?:[^a-zA-Z]|\b)drunen(?:[^a-zA-Z]|\b);Drunen;767;10428
(?:[^a-zA-Z]|\b)druten(?:[^a-zA-Z]|\b);Druten;225;10068
(?:[^a-zA-Z]|\b)dubbeldam(?:[^a-zA-Z]|\b);Dubbeldam;507;10781
(?:[^a-zA-Z]|\b)duiven(?:[^a-zA-Z]|\b);Duiven;226;11028
(?:[^a-zA-Z]|\b)duivend(ij|y)ke(?:[^a-zA-Z]|\b);Duivendijke;1050;10335
(?:[^a-zA-Z]|\b)duizel|steensel(?:[^a-zA-Z]|\b);Duizel en Steensel;1051;11005
(?:[^a-zA-Z]|\b)dusse(n|munster.?.?en.?muilkerk)(?:[^a-zA-Z]|\b);Dussen, Munster en Muilkerk;1265;10261
(?:[^a-zA-Z]|\b)dwingeloo?(?:[^a-zA-Z]|\b);Dwingeloo;112;10331
(?:[^a-zA-Z]|\b)echt(?:[^a-zA-Z]|\b);Echt;902;10941
(?:[^a-zA-Z]|\b)echteld(?:[^a-zA-Z]|\b);Echteld;227;10832
(?:[^a-zA-Z]|\b)edam(?:[^a-zA-Z]|\b);Edam;1315;10884
(?:[^a-zA-Z]|\b)ede(?:[^a-zA-Z]|\b);Ede;228;10743
(?:[^a-zA-Z]|\b)eede(?:[^a-zA-Z]|\b);Eede;1052;11128
(?:[^a-zA-Z]|\b)eelde(?:[^a-zA-Z]|\b);Eelde;113;10622
(?:[^a-zA-Z]|\b)eemnes(?:[^a-zA-Z]|\b);Eemnes;317;10248
(?:[^a-zA-Z]|\b)eenrum(?:[^a-zA-Z]|\b);Eenrum;11;10904
(?:[^a-zA-Z]|\b)eersel(?:[^a-zA-Z]|\b);Eersel;770;10741
(?:[^a-zA-Z]|\b)heesbeen(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)eethen(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)genderen(?:[^a-zA-Z]|\b);Eethen, Genderen en Heesbeen;1255;10010
(?:[^a-zA-Z]|\b)egmond.?aan.?zee(?:[^a-zA-Z]|\b);Egmond aan Zee;386;10421
(?:[^a-zA-Z]|\b)egmond.?binnen(?:[^a-zA-Z]|\b);Egmond-Binnen;387;10989
(?:[^a-zA-Z]|\b)eibergen(?:[^a-zA-Z]|\b);Eibergen;229;10436
(?:[^a-zA-Z]|\b)e(ij|y)gelshoven(?:[^a-zA-Z]|\b);Eijgelshoven;904;10960
(?:[^a-zA-Z]|\b)e(ij|y)sden(?:[^a-zA-Z]|\b);Eijsden;905;10314
(?:[^a-zA-Z]|\b)eindhoven(?:[^a-zA-Z]|\b);Eindhoven;772;11298
(?:[^a-zA-Z]|\b)elburg(?:[^a-zA-Z]|\b);Elburg;230;11113
(?:[^a-zA-Z]|\b)elkerzee(?:[^a-zA-Z]|\b);Elkerzee;1053;10184
(?:[^a-zA-Z]|\b)ellemeet(?:[^a-zA-Z]|\b);Ellemeet;1054;10102
(?:[^a-zA-Z]|\b)ellewoutsd(ij|y)k(?:[^a-zA-Z]|\b);Ellewoutsdijk;663;11300
(?:[^a-zA-Z]|\b)elsloo(?:[^a-zA-Z]|\b);Elsloo;903;11187
(?:[^a-zA-Z]|\b)elst(?:[^a-zA-Z]|\b);Elst;231;11188
(?:[^a-zA-Z]|\b)emmen(?:[^a-zA-Z]|\b);Emmen;114;11180
(?:[^a-zA-Z]|\b)emmikhoven(?:[^a-zA-Z]|\b);Emmikhoven;1056;10621
(?:[^a-zA-Z]|\b)empel|meerwijk(?:[^a-zA-Z]|\b);Empel en Meerwijk;773;10295
(?:[^a-zA-Z]|\b)engelen(?:[^a-zA-Z]|\b);Engelen;774;10322
(?:[^a-zA-Z]|\b)enkhui(z|s)en(?:[^a-zA-Z]|\b);Enkhuizen;388;10729
(?:[^a-zA-Z]|\b)ensch(ede|\.)(?:[^a-zA-Z]|\b);Enschede;153;10364
(?:[^a-zA-Z]|\b)epe(?:[^a-zA-Z]|\b);Epe;232;10940
(?:[^a-zA-Z]|\b)ermelo(?:[^a-zA-Z]|\b);Ermelo;233;10732
(?:[^a-zA-Z]|\b)erp(?:[^a-zA-Z]|\b);Erp;775;10385
(?:[^a-zA-Z]|\b)esch(?:[^a-zA-Z]|\b);Esch;776;10709
(?:[^a-zA-Z]|\b)escharen(?:[^a-zA-Z]|\b);Escharen;1057;10299
(?:[^a-zA-Z]|\b)est.?en.?op(ij|y)nen(?:[^a-zA-Z]|\b);Est en Opijnen;234;11092
(?:[^a-zA-Z]|\b)etten.?en.?leur(?:[^a-zA-Z]|\b);Etten en Leur;1251;10750
(?:[^a-zA-Z]|\b)everdingen(?:[^a-zA-Z]|\b);Everdingen;508;10638
(?:[^a-zA-Z]|\b)ew(ij|y)k(?:[^a-zA-Z]|\b);Ewijk;235;10471
(?:[^a-zA-Z]|\b)ezinge(?:[^a-zA-Z]|\b);Ezinge;12;10136
(?:[^a-zA-Z]|\b)ferwerderadeel(?:[^a-zA-Z]|\b);Ferwerderadeel;68;11284
(?:[^a-zA-Z]|\b)f(ij|y)naart|he(ij|y)ningen(?:[^a-zA-Z]|\b);Fijnaart en Heijningen;778;10206
(?:[^a-zA-Z]|\b)finsterwolde?(?:[^a-zA-Z]|\b);Finsterwolde;13;10212
(?:[^a-zA-Z]|\b)franeker(?:[^a-zA-Z]|\b);Franeker;69;11226
(?:[^a-zA-Z]|\b)franekeradeel(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)frjentsjerteradiel(?:[^a-zA-Z]|\b);Franekeradeel;70;10404
(?:[^a-zA-Z]|\b)gaasterland(?:[^a-zA-Z]|\b);Gaasterland;71;10036
(?:[^a-zA-Z]|\b)gameren(?:[^a-zA-Z]|\b);Gameren;1058;10037
(?:[^a-zA-Z]|\b)gassel(?:[^a-zA-Z]|\b);Gassel;1059;10705
(?:[^a-zA-Z]|\b)gasselte(?:[^a-zA-Z]|\b);Gasselte;115;11099
(?:[^a-zA-Z]|\b)geertruidenberg(?:[^a-zA-Z]|\b);Geertruidenberg;779;10101
(?:[^a-zA-Z]|\b)geervliet(?:[^a-zA-Z]|\b);Geervliet;509;10842
(?:[^a-zA-Z]|\b)geffen(?:[^a-zA-Z]|\b);Geffen;780;10370
(?:[^a-zA-Z]|\b)geldermalsen(?:[^a-zA-Z]|\b);Geldermalsen;236;10881
(?:[^a-zA-Z]|\b)gel(dorp|drop)(?:[^a-zA-Z]|\b);Geldrop;781;10529
(?:[^a-zA-Z]|\b)geleen(?:[^a-zA-Z]|\b);Geleen;906;10048
(?:[^a-zA-Z]|\b)gemert(?:[^a-zA-Z]|\b);Gemert;782;10277
(?:[^a-zA-Z]|\b)gendringen(?:[^a-zA-Z]|\b);Gendringen;237;10260
(?:[^a-zA-Z]|\b)gend?t(?:[^a-zA-Z]|\b);Gendt;238;10440
(?:[^a-zA-Z]|\b)genemuiden(?:[^a-zA-Z]|\b);Genemuiden;154;10746
(?:[^a-zA-Z]|\b)gennep(?:[^a-zA-Z]|\b);Gennep;907;10542
(?:[^a-zA-Z]|\b)gestel(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)blaarthem(?:[^a-zA-Z]|\b);Gestel en Blaarthem;1061;11269
(?:[^a-zA-Z]|\b)geu(l|lle)(?:[^a-zA-Z]|\b);Geulle;908;10530
(?:[^a-zA-Z]|\b)giessen(?:[^a-zA-Z]|\b);Giessen;783;10193
(?:[^a-zA-Z]|\b)giessen.?nieuwkerk(?:[^a-zA-Z]|\b);Giessendam;1063;10606
(?:[^a-zA-Z]|\b)giessendam(?:[^a-zA-Z]|\b);Giessen-Nieuwkerk;1062;10255
(?:[^a-zA-Z]|\b)gieten(?:[^a-zA-Z]|\b);Gieten;116;10506
(?:[^a-zA-Z]|\b)giethoorn(?:[^a-zA-Z]|\b);Giethoorn;155;10708
(?:[^a-zA-Z]|\b)gilze.?en.?r(ij|y)en(?:[^a-zA-Z]|\b);Gilze en Rijen;784;11375
(?:[^a-zA-Z]|\b)ginneken(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)bavel(?:[^a-zA-Z]|\b);Ginneken en Bavel;1064;10406
(?:[^a-zA-Z]|\b)goedereede(?:[^a-zA-Z]|\b);Goedereede;511;10981
(?:[^a-zA-Z]|\b)g(h?)oes(ch?)(?:[^a-zA-Z]|\b);Goes;664;10674
(?:[^a-zA-Z]|\b)goirle(?:[^a-zA-Z]|\b);Goirle;785;10971
(?:[^a-zA-Z]|\b)goor(?:[^a-zA-Z]|\b);Goor;156;10076
(?:[^a-zA-Z]|\b)gorinchem(?:[^a-zA-Z]|\b);Gorinchem;512;10942
(?:[^a-zA-Z]|\b)gorssel(?:[^a-zA-Z]|\b);Gorssel;239;10085
(?:[^a-zA-Z]|\b)gouda(?:[^a-zA-Z]|\b);Gouda;513;10302
(?:[^a-zA-Z]|\b)gouderak(?:[^a-zA-Z]|\b);Gouderak;514;11258
(?:[^a-zA-Z]|\b)goudriaan(?:[^a-zA-Z]|\b);Goudriaan;515;10450
(?:[^a-zA-Z]|\b)goudswaard(?:[^a-zA-Z]|\b);Goudswaard;516;10914
(?:[^a-zA-Z]|\b)graauw(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)langendam(?:[^a-zA-Z]|\b);Graauw en Langendam;665;10312
(?:[^a-zA-Z]|\b)grafhorst(?:[^a-zA-Z]|\b);Grafhorst;1065;10224
(?:[^a-zA-Z]|\b)graft(?:[^a-zA-Z]|\b);Graft;389;10484
(?:[^a-zA-Z]|\b)gramsbergen(?:[^a-zA-Z]|\b);Gramsbergen;157;11339
(?:[^a-zA-Z]|\b)grathem(?:[^a-zA-Z]|\b);Grathem;909;11008
(?:[^a-zA-Z]|\b)grave(?:[^a-zA-Z]|\b);Grave;786;10165
(?:[^a-zA-Z]|\b)grevenbicht(?:[^a-zA-Z]|\b);Grevenbicht;910;10624
(?:[^a-zA-Z]|\b)gr(ij|y)pskerk(?:[^a-zA-Z]|\b);Grijpskerk;16;10244
(?:[^a-zA-Z]|\b)gr(ij|y)pskerke(?:[^a-zA-Z]|\b);Grijpskerke;1067;10801
(?:[^a-zA-Z]|\b)groede(?:[^a-zA-Z]|\b);Groede;667;11312
(?:[^a-zA-Z]|\b)groenlo(?:[^a-zA-Z]|\b);Groenlo;240;11094
(?:[^a-zA-Z]|\b)groesbeek(?:[^a-zA-Z]|\b);Groesbeek;241;10616
(?:[^a-zA-Z]|\b)gr(Ã¶|o)ning(s|en|\.)(?:[^a-zA-Z]|\b);Groningen;14;10426
(?:[^a-zA-Z]|\b)grons(f|v)eld(?:[^a-zA-Z]|\b);Gronsveld;911;10323
(?:[^a-zA-Z]|\b)groot.?ammers(?:[^a-zA-Z]|\b);Groot-Ammers;520;11205
(?:[^a-zA-Z]|\b)groot.?lindt(?:[^a-zA-Z]|\b);Groote Lindt;1066;11042
(?:[^a-zA-Z]|\b)grootebroek(?:[^a-zA-Z]|\b);Grootebroek;391;11337
(?:[^a-zA-Z]|\b)grootegast(?:[^a-zA-Z]|\b);Grootegast;15;11080
(?:[^a-zA-Z]|\b)grubbenvorst(?:[^a-zA-Z]|\b);Grubbenvorst;912;10176
(?:[^a-zA-Z]|\b)gulpen(?:[^a-zA-Z]|\b);Gulpen;913;11032
(?:[^a-zA-Z]|\b)haaften(?:[^a-zA-Z]|\b);Haaften;242;10125
(?:[^a-zA-Z]|\b)haaksbergen(?:[^a-zA-Z]|\b);Haaksbergen;158;11435
(?:[^a-zA-Z]|\b)haamstede(?:[^a-zA-Z]|\b);Haamstede;1068;10701
(?:[^a-zA-Z]|\b)haaren(?:[^a-zA-Z]|\b);Haaren;788;11155
(?:[^a-zA-Z]|\b)ha.?rlem|haarl(am|\.)(?:[^a-zA-Z]|\b);Haarlem;392;10357
(?:[^a-zA-Z]|\b)haarlemmerliede.?en.?spaarnwoude(?:[^a-zA-Z]|\b);Haarlemmerliede en Spaarnwoude;393;10508
(?:[^a-zA-Z]|\b)haarlemmermeer(?:[^a-zA-Z]|\b);Haarlemmermeer;394;11387
(?:[^a-zA-Z]|\b)haarzuilens(?:[^a-zA-Z]|\b);Haarzuilens;1069;10737
(?:[^a-zA-Z]|\b)haastrecht(?:[^a-zA-Z]|\b);Haastrecht;521;11049
(?:[^a-zA-Z]|\b)haelen(?:[^a-zA-Z]|\b);Haelen;914;10321
(?:[^a-zA-Z]|\b)hagestein(?:[^a-zA-Z]|\b);Hagestein;522;10297
(?:[^a-zA-Z]|\b)halsteren(?:[^a-zA-Z]|\b);Halsteren;789;10387
(?:[^a-zA-Z]|\b)haps(?:[^a-zA-Z]|\b);Haps;790;11283
(?:[^a-zA-Z]|\b)harderw(ij|y)k(?:[^a-zA-Z]|\b);Harderwijk;243;10786
(?:[^a-zA-Z]|\b)hardinxveld(?:[^a-zA-Z]|\b);Hardinxveld;1070;10167
(?:[^a-zA-Z]|\b)haren(?:[^a-zA-Z]|\b);Haren;17;11058
(?:[^a-zA-Z]|\b)harenkarspel(?:[^a-zA-Z]|\b);Harenkarspel;395;10963
(?:[^a-zA-Z]|\b)harlingen(?:[^a-zA-Z]|\b);Harlingen;72;10909
(?:[^a-zA-Z]|\b)harmelen(?:[^a-zA-Z]|\b);Harmelen;318;10183
(?:[^a-zA-Z]|\b)haskerland(?:[^a-zA-Z]|\b);Haskerland;73;10022
(?:[^a-zA-Z]|\b)hasselt(?:[^a-zA-Z]|\b);Hasselt;161;10115
(?:[^a-zA-Z]|\b)hattem(?:[^a-zA-Z]|\b);Hattem;244;10673
(?:[^a-zA-Z]|\b)havelte(?:[^a-zA-Z]|\b);Havelte;117;10186
(?:[^a-zA-Z]|\b)hazerswoude(?:[^a-zA-Z]|\b);Hazerswoude;524;11257
(?:[^a-zA-Z]|\b)hedel(?:[^a-zA-Z]|\b);Hedel;245;10982
(?:[^a-zA-Z]|\b)hedikhuizen(?:[^a-zA-Z]|\b);Hedikhuizen;1071;11130
(?:[^a-zA-Z]|\b)heel.?en.?panheel(?:[^a-zA-Z]|\b);Heel en Panheel;915;11208
(?:[^a-zA-Z]|\b)heemskerk(?:[^a-zA-Z]|\b);Heemskerk;396;10679
(?:[^a-zA-Z]|\b)heemstede(?:[^a-zA-Z]|\b);Heemstede;397;11288
(?:[^a-zA-Z]|\b)heenvliet(?:[^a-zA-Z]|\b);Heenvliet;525;10823
(?:[^a-zA-Z]|\b)heer(?:[^a-zA-Z]|\b);Heer;916;11407
(?:[^a-zA-Z]|\b)heerde(?:[^a-zA-Z]|\b);Heerde;246;10291
(?:[^a-zA-Z]|\b)heerewaarden(?:[^a-zA-Z]|\b);Heerewaarden;247;10067
(?:[^a-zA-Z]|\b)heerhugowaard(?:[^a-zA-Z]|\b);Heerhugowaard;398;10752
(?:[^a-zA-Z]|\b)heerjansdam(?:[^a-zA-Z]|\b);Heerjansdam;526;10540
(?:[^a-zA-Z]|\b)heerlen(?:[^a-zA-Z]|\b);Heerlen;917;10902
(?:[^a-zA-Z]|\b)heesch(?:[^a-zA-Z]|\b);Heesch;791;10149
(?:[^a-zA-Z]|\b)heesw(ij|y)k(?:[^a-zA-Z]|\b);Heeswijk;1072;11229
(?:[^a-zA-Z]|\b)heeze(?:[^a-zA-Z]|\b);Heeze;793;10462
(?:[^a-zA-Z]|\b)hei.?.?en.?boeicop(?:[^a-zA-Z]|\b);Hei- en Boeicop;527;11024
(?:[^a-zA-Z]|\b)he(ij|y)thu(ij|y)(s|z)en(?:[^a-zA-Z]|\b);Heille;1073;11309
(?:[^a-zA-Z]|\b)heiloo?(?:[^a-zA-Z]|\b);Heiloo;399;10793
(?:[^a-zA-Z]|\b)heinenoord(?:[^a-zA-Z]|\b);Heinenoord;528;10821
(?:[^a-zA-Z]|\b)heinkenszand(?:[^a-zA-Z]|\b);Heinkenszand;672;10413
(?:[^a-zA-Z]|\b)heino(?:[^a-zA-Z]|\b);Heino;162;10854
(?:[^a-zA-Z]|\b)hekelingen(?:[^a-zA-Z]|\b);Hekelingen;1074;10873
(?:[^a-zA-Z]|\b)hekendorp(?:[^a-zA-Z]|\b);Hekendorp;1075;10217
(?:[^a-zA-Z]|\b)helden(?:[^a-zA-Z]|\b);Helden;918;10205
(?:[^a-zA-Z]|\b)hellendoorn(?:[^a-zA-Z]|\b);Hellendoorn;163;10806
(?:[^a-zA-Z]|\b)hellevoetsluis(?:[^a-zA-Z]|\b);Hellevoetsluis;530;11078
(?:[^a-zA-Z]|\b)helmond(?:[^a-zA-Z]|\b);Helmond;794;10932
(?:[^a-zA-Z]|\b)helvoirt(?:[^a-zA-Z]|\b);Helvoirt;795;10389
(?:[^a-zA-Z]|\b)hemelumer.?oldephaert.?en.?noordwolde(?:[^a-zA-Z]|\b);Hemelumer Oldephaerd en Noordwolde;1260;10334
(?:[^a-zA-Z]|\b)hemmen(?:[^a-zA-Z]|\b);Hemmen;1076;11162
(?:[^a-zA-Z]|\b)hendrik.?ido.?ambacht(?:[^a-zA-Z]|\b);Hendrik-Ido-Ambacht;531;10416
(?:[^a-zA-Z]|\b)hengeloo?(?:[^a-zA-Z]|\b);Hengelo (Gld.);248;10359
(?:[^a-zA-Z]|\b)hengeloo?(?:[^a-zA-Z]|\b);Hengelo (O.);164;10907
(?:[^a-zA-Z]|\b)hengstd(ij|y)k(?:[^a-zA-Z]|\b);Hengstdijk;1077;10636
(?:[^a-zA-Z]|\b)hennaarderadeel(?:[^a-zA-Z]|\b);Hennaarderadeel;76;10877
(?:[^a-zA-Z]|\b)hensbroek(?:[^a-zA-Z]|\b);Hensbroek;401;10181
(?:[^a-zA-Z]|\b)herkingen(?:[^a-zA-Z]|\b);Herkingen;1078;10267
(?:[^a-zA-Z]|\b)herpen(?:[^a-zA-Z]|\b);Herpen;1079;11262
(?:[^a-zA-Z]|\b)herpt(?:[^a-zA-Z]|\b);Herpt;1080;10845
(?:[^a-zA-Z]|\b)herten(?:[^a-zA-Z]|\b);Herten;919;10138
(?:[^a-zA-Z]|\b)herwen.?en.?aerdt(?:[^a-zA-Z]|\b);Herwen en Aerdt;249;10819
(?:[^a-zA-Z]|\b)herw(ij|y)nen(?:[^a-zA-Z]|\b);Herwijnen;250;11266
(?:[^a-zA-Z]|\b)het.?bildt(?:[^a-zA-Z]|\b);het Bildt;63;10128
(?:[^a-zA-Z]|\b)heteren(?:[^a-zA-Z]|\b);Heteren;251;10290
(?:[^a-zA-Z]|\b)heukelum(?:[^a-zA-Z]|\b);Heukelum;533;11308
(?:[^a-zA-Z]|\b)heumen(?:[^a-zA-Z]|\b);Heumen;252;10600
(?:[^a-zA-Z]|\b)heusden(?:[^a-zA-Z]|\b);Heusden;797;10307
(?:[^a-zA-Z]|\b)he(ij|y)thu(ij|y)(s|z)en(?:[^a-zA-Z]|\b);Heythuysen;920;10840
(?:[^a-zA-Z]|\b)hillegersberg(?:[^a-zA-Z]|\b);Hillegersberg;1081;10227
(?:[^a-zA-Z]|\b)hillegom(?:[^a-zA-Z]|\b);Hillegom;534;11236
(?:[^a-zA-Z]|\b)hilvarenbeek(?:[^a-zA-Z]|\b);Hilvarenbeek;798;11297
(?:[^a-zA-Z]|\b)hilversum(?:[^a-zA-Z]|\b);Hilversum;402;11285
(?:[^a-zA-Z]|\b)hindeloopen(?:[^a-zA-Z]|\b);Hindeloopen;77;10672
(?:[^a-zA-Z]|\b)hoedekenskerke(?:[^a-zA-Z]|\b);Hoedekenskerke;673;11072
(?:[^a-zA-Z]|\b)hoek(?:[^a-zA-Z]|\b);Hoek;674;10038
(?:[^a-zA-Z]|\b)hoenkoop(?:[^a-zA-Z]|\b);Hoenkoop;319;10611
(?:[^a-zA-Z]|\b)hoensbroek(?:[^a-zA-Z]|\b);Hoensbroek;921;11177
(?:[^a-zA-Z]|\b)hoevelaken(?:[^a-zA-Z]|\b);Hoevelaken;253;11358
(?:[^a-zA-Z]|\b)hoeven(?:[^a-zA-Z]|\b);Hoeven;799;10065
(?:[^a-zA-Z]|\b)hof.?van.?delft(?:[^a-zA-Z]|\b);Hof van Delft;1082;10089
(?:[^a-zA-Z]|\b)holten(?:[^a-zA-Z]|\b);Holten;165;11246
(?:[^a-zA-Z]|\b)hontenisse(?:[^a-zA-Z]|\b);Hontenisse;675;11123
(?:[^a-zA-Z]|\b)hoofdplaat(?:[^a-zA-Z]|\b);Hoofdplaat;676;10147
(?:[^a-zA-Z]|\b)hoog.?blokland(?:[^a-zA-Z]|\b);Hoogblokland;535;11040
(?:[^a-zA-Z]|\b)hooge.?mierde|hooge.?en.?lage.?mierde(?:[^a-zA-Z]|\b);Hooge en Lage Mierde;801;10476
(?:[^a-zA-Z]|\b)zwaluwe(?:[^a-zA-Z]|\b);Hooge en Lage Zwaluwe;802;11318
(?:[^a-zA-Z]|\b)hoogeloo(n|n.?.?hapert.?e?n?.?casteren)(?:[^a-zA-Z]|\b);Hoogeloon, Hapert en Casteren;800;10657
(?:[^a-zA-Z]|\b)hoogeveen(?:[^a-zA-Z]|\b);Hoogeveen;118;10839
(?:[^a-zA-Z]|\b)hoogezand(?:[^a-zA-Z]|\b);Hoogezand;1083;10410
(?:[^a-zA-Z]|\b)hoogkarspel(?:[^a-zA-Z]|\b);Hoogkarspel;403;10642
(?:[^a-zA-Z]|\b)hoogkerk(?:[^a-zA-Z]|\b);Hoogkerk;1084;10953
(?:[^a-zA-Z]|\b)hoogland(?:[^a-zA-Z]|\b);Hoogland;320;10545
(?:[^a-zA-Z]|\b)hoogvliet(?:[^a-zA-Z]|\b);Hoogvliet;1085;10348
(?:[^a-zA-Z]|\b)hoogwoud(?:[^a-zA-Z]|\b);Hoogwoud;404;11029
(?:[^a-zA-Z]|\b)hoorn(?:[^a-zA-Z]|\b);Hoorn;405;11392
(?:[^a-zA-Z]|\b)hoornaar(?:[^a-zA-Z]|\b);Hoornaar;536;10516
(?:[^a-zA-Z]|\b)horn(?:[^a-zA-Z]|\b);Horn;922;11176
(?:[^a-zA-Z]|\b)horssen(?:[^a-zA-Z]|\b);Horssen;254;10607
(?:[^a-zA-Z]|\b)horst(?:[^a-zA-Z]|\b);Horst;923;11108
(?:[^a-zA-Z]|\b)houten(?:[^a-zA-Z]|\b);Houten;321;10230
(?:[^a-zA-Z]|\b)houthem(?:[^a-zA-Z]|\b);Houthem;1086;11111
(?:[^a-zA-Z]|\b)huij?bergen(?:[^a-zA-Z]|\b);Huijbergen;803;10466
(?:[^a-zA-Z]|\b)huisselin(g|g.?e?n?neerloon)(?:[^a-zA-Z]|\b);Huisseling en Neerloon;1088;10049
(?:[^a-zA-Z]|\b)huissen(?:[^a-zA-Z]|\b);Huissen;255;11047
(?:[^a-zA-Z]|\b)huizen(?:[^a-zA-Z]|\b);Huizen;406;11170
(?:[^a-zA-Z]|\b)hulsberg(?:[^a-zA-Z]|\b);Hulsberg;924;11216
(?:[^a-zA-Z]|\b)hulst(?:[^a-zA-Z]|\b);Hulst;677;11408
(?:[^a-zA-Z]|\b)hummelo.?en.?keppel(?:[^a-zA-Z]|\b);Hummelo en Keppel;256;11235
(?:[^a-zA-Z]|\b)hunsel(?:[^a-zA-Z]|\b);Hunsel;925;10784
(?:[^a-zA-Z]|\b)hurwenen(?:[^a-zA-Z]|\b);Hurwenen;1089;11432
(?:[^a-zA-Z]|\b)idaarderadeel(?:[^a-zA-Z]|\b);Idaarderadeel;78;10815
(?:[^a-zA-Z]|\b)(ij|y)lst(?:[^a-zA-Z]|\b);IJlst;102;11062
(?:[^a-zA-Z]|\b)(ij|y)sselmonde(?:[^a-zA-Z]|\b);IJsselmonde;1230;11357
(?:[^a-zA-Z]|\b)(ij|y)sselmuiden(?:[^a-zA-Z]|\b);IJsselmuiden;191;10641
(?:[^a-zA-Z]|\b)(ij|y)sselstein(?:[^a-zA-Z]|\b);IJsselstein;353;10152
(?:[^a-zA-Z]|\b)(ij|y)zend(ij|y)ke(?:[^a-zA-Z]|\b);IJzendijke;730;10688
