Location_Regex,n_both,n_total,Normalized_Mentions
(?:[^a-zA-Z]|\b)noordeloos(?:[^a-zA-Z]|\b),3,16,0.1875
(?:[^a-zA-Z]|\b)noordgouwe(?:[^a-zA-Z]|\b),0,3,0.0
(?:[^a-zA-Z]|\b)noord.?scharwoude(?:[^a-zA-Z]|\b),0,3,0.0
(?:[^a-zA-Z]|\b)noordwelle(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)noordw(ij|y)k(?:[^a-zA-Z]|\b),5,41,0.12195121951219512
(?:[^a-zA-Z]|\b)noordw(ij|y)kerhout(?:[^a-zA-Z]|\b),3,20,0.15
(?:[^a-zA-Z]|\b)nootdorp(?:[^a-zA-Z]|\b),1,23,0.043478260869565216
(?:[^a-zA-Z]|\b)norg(?:[^a-zA-Z]|\b),3,14,0.21428571428571427
(?:[^a-zA-Z]|\b)nuene(n|n.?.?gerwen.?.?en.?nederwetten)(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)nuland(?:[^a-zA-Z]|\b),0,3,0.0
(?:[^a-zA-Z]|\b)numansdorp(?:[^a-zA-Z]|\b),3,18,0.16666666666666666
(?:[^a-zA-Z]|\b)nunhem(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)nuth(?:[^a-zA-Z]|\b),1,5,0.2
(?:[^a-zA-Z]|\b)obbichten(.?|.?en.?)papenhoven(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)obdam(?:[^a-zA-Z]|\b),1,5,0.2
(?:[^a-zA-Z]|\b)od(ij|y)k(?:[^a-zA-Z]|\b),0,10,0.0
(?:[^a-zA-Z]|\b)odoorn(?:[^a-zA-Z]|\b),2,9,0.2222222222222222
(?:[^a-zA-Z]|\b)oeffelt(?:[^a-zA-Z]|\b),0,4,0.0
(?:[^a-zA-Z]|\b)oegstgeest(?:[^a-zA-Z]|\b),5,20,0.25
(?:[^a-zA-Z]|\b)oerle(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)oh(e|é).?en.?laak(?:[^a-zA-Z]|\b),1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)o(ij|y)e(n|n.?en.?teeffelen)(?:[^a-zA-Z]|\b),1,18,0.05555555555555555
(?:[^a-zA-Z]|\b)oirsbeek(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)oirschot(?:[^a-zA-Z]|\b),3,19,0.15789473684210525
(?:[^a-zA-Z]|\b)oisterw(ij|y)k(?:[^a-zA-Z]|\b),6,23,0.2608695652173913
(?:[^a-zA-Z]|\b)oldebroek(?:[^a-zA-Z]|\b),0,11,0.0
(?:[^a-zA-Z]|\b)oldehove(?:[^a-zA-Z]|\b),1,4,0.25
(?:[^a-zA-Z]|\b)oldekerk(?:[^a-zA-Z]|\b),0,4,0.0
(?:[^a-zA-Z]|\b)oldemarkt(?:[^a-zA-Z]|\b),8,39,0.20512820512820512
(?:[^a-zA-Z]|\b)oldenzaal(?:[^a-zA-Z]|\b),4,32,0.125
(?:[^a-zA-Z]|\b)olst(?:[^a-zA-Z]|\b),16,39,0.41025641025641024
(?:[^a-zA-Z]|\b)ommen(?:[^a-zA-Z]|\b),22,71,0.30985915492957744
(?:[^a-zA-Z]|\b)ommen(?:[^a-zA-Z]|\b),22,71,0.30985915492957744
(?:[^a-zA-Z]|\b)onstwedde(?:[^a-zA-Z]|\b),1,8,0.125
(?:[^a-zA-Z]|\b)ooltgensplaat(?:[^a-zA-Z]|\b),2,13,0.15384615384615385
(?:[^a-zA-Z]|\b)oostburg(?:[^a-zA-Z]|\b),2,36,0.05555555555555555
(?:[^a-zA-Z]|\b)oostdongeradeel(?:[^a-zA-Z]|\b),3,9,0.3333333333333333
(?:[^a-zA-Z]|\b)oostelbeers(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)oost.?en.?west.?souburg(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)oosterhesselen(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)oosterhout(?:[^a-zA-Z]|\b),16,75,0.21333333333333335
(?:[^a-zA-Z]|\b)oosterland(?:[^a-zA-Z]|\b),6,15,0.4
(?:[^a-zA-Z]|\b)oosthuizen(?:[^a-zA-Z]|\b),2,6,0.3333333333333333
(?:[^a-zA-Z]|\b)oostkapelle(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)ooststellingwerf(?:[^a-zA-Z]|\b),3,11,0.2727272727272727
(?:[^a-zA-Z]|\b)oostvoorne(?:[^a-zA-Z]|\b),1,8,0.125
(?:[^a-zA-Z]|\b)oostzaan(?:[^a-zA-Z]|\b),2,30,0.06666666666666667
(?:[^a-zA-Z]|\b)ootmarsum(?:[^a-zA-Z]|\b),2,12,0.16666666666666666
(?:[^a-zA-Z]|\b)ophemert(?:[^a-zA-Z]|\b),3,17,0.17647058823529413
(?:[^a-zA-Z]|\b)oplo(o?|o?.?.?(sint|st.?).?anthonis.?e?n?.?ledeacker)(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)opmeer(?:[^a-zA-Z]|\b),1,5,0.2
(?:[^a-zA-Z]|\b)opperdoes(?:[^a-zA-Z]|\b),0,5,0.0
(?:[^a-zA-Z]|\b)opsterland(?:[^a-zA-Z]|\b),1,7,0.14285714285714285
(?:[^a-zA-Z]|\b)oss(?:[^a-zA-Z]|\b),7,21,0.3333333333333333
(?:[^a-zA-Z]|\b)ossendrecht(?:[^a-zA-Z]|\b),0,5,0.0
(?:[^a-zA-Z]|\b)ossenisse(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)oterleek(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)ottersum(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)ottoland(?:[^a-zA-Z]|\b),1,10,0.1
(?:[^a-zA-Z]|\b)ouddorp(?:[^a-zA-Z]|\b),0,11,0.0
(?:[^a-zA-Z]|\b)oude.?niedorp(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)oude.?pekela(?:[^a-zA-Z]|\b),0,10,0.0
(?:[^a-zA-Z]|\b)oudelande(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)oud.?en.?nieuw.?gastel(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)oudenbosch(?:[^a-zA-Z]|\b),0,11,0.0
(?:[^a-zA-Z]|\b)oudend(ij|y)k(?:[^a-zA-Z]|\b),1,11,0.09090909090909091
(?:[^a-zA-Z]|\b)oudenhoorn(?:[^a-zA-Z]|\b),1,10,0.1
(?:[^a-zA-Z]|\b)oudenr(ij|y)n(?:[^a-zA-Z]|\b),1,7,0.14285714285714285
(?:[^a-zA-Z]|\b)ouder.?amstel(?:[^a-zA-Z]|\b),2,15,0.13333333333333333
(?:[^a-zA-Z]|\b)ouderkerk.?(a.?d|aan.?den?).?(ij|y)ssel(?:[^a-zA-Z]|\b),3,19,0.15789473684210525
(?:[^a-zA-Z]|\b)oudewater(?:[^a-zA-Z]|\b),3,23,0.13043478260869565
(?:[^a-zA-Z]|\b)oudheusden(?:[^a-zA-Z]|\b),0,3,0.0
(?:[^a-zA-Z]|\b)oudkarspel(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)oudorp(?:[^a-zA-Z]|\b),1,5,0.2
(?:[^a-zA-Z]|\b)oudshoorn(?:[^a-zA-Z]|\b),6,48,0.125
(?:[^a-zA-Z]|\b)oud.?valkenburg(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)oud.?vossemeer(?:[^a-zA-Z]|\b),1,1,1.0
(?:[^a-zA-Z]|\b)oud.?vroenhoven(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)ouwerkerk(?:[^a-zA-Z]|\b),2,7,0.2857142857142857
(?:[^a-zA-Z]|\b)overasselt(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)overschie(?:[^a-zA-Z]|\b),3,31,0.0967741935483871
(?:[^a-zA-Z]|\b)overslag(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)ovezande(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)pannerden(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)papekop(?:[^a-zA-Z]|\b),0,6,0.0
(?:[^a-zA-Z]|\b)papendrecht(?:[^a-zA-Z]|\b),3,17,0.17647058823529413
(?:[^a-zA-Z]|\b)peize(?:[^a-zA-Z]|\b),2,9,0.2222222222222222
(?:[^a-zA-Z]|\b)pernis(?:[^a-zA-Z]|\b),5,28,0.17857142857142858
(?:[^a-zA-Z]|\b)petten(?:[^a-zA-Z]|\b),1,36,0.027777777777777776
(?:[^a-zA-Z]|\b)peursum(?:[^a-zA-Z]|\b),2,10,0.2
(?:[^a-zA-Z]|\b)philippine(?:[^a-zA-Z]|\b),0,6,0.0
(?:[^a-zA-Z]|\b)piershil(?:[^a-zA-Z]|\b),1,12,0.08333333333333333
(?:[^a-zA-Z]|\b)p(ij|y)nacker(?:[^a-zA-Z]|\b),1,19,0.05263157894736842
(?:[^a-zA-Z]|\b)poedero(ij|y)en(?:[^a-zA-Z]|\b),1,2,0.5
(?:[^a-zA-Z]|\b)polsbroek(?:[^a-zA-Z]|\b),7,35,0.2
(?:[^a-zA-Z]|\b)poortugaal(?:[^a-zA-Z]|\b),1,28,0.03571428571428571
(?:[^a-zA-Z]|\b)poortvliet(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)posterholt(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)princenhage(?:[^a-zA-Z]|\b),0,4,0.0
(?:[^a-zA-Z]|\b)purmerend(?:[^a-zA-Z]|\b),8,48,0.16666666666666666
(?:[^a-zA-Z]|\b)putte(?:[^a-zA-Z]|\b),14,157,0.08917197452229299
(?:[^a-zA-Z]|\b)putten(?:[^a-zA-Z]|\b),15,71,0.2112676056338028
(?:[^a-zA-Z]|\b)puttershoek(?:[^a-zA-Z]|\b),0,25,0.0
(?:[^a-zA-Z]|\b)raalte(?:[^a-zA-Z]|\b),11,41,0.2682926829268293
(?:[^a-zA-Z]|\b)raamsdonk(?:[^a-zA-Z]|\b),7,15,0.4666666666666667
(?:[^a-zA-Z]|\b)ransdorp(?:[^a-zA-Z]|\b),3,18,0.16666666666666666
(?:[^a-zA-Z]|\b)rauwerderhem(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)ravenstein(?:[^a-zA-Z]|\b),0,7,0.0
(?:[^a-zA-Z]|\b)reek(?:[^a-zA-Z]|\b),0,11,0.0
(?:[^a-zA-Z]|\b)reeuw(ij|y)k(?:[^a-zA-Z]|\b),2,15,0.13333333333333333
(?:[^a-zA-Z]|\b)renesse(?:[^a-zA-Z]|\b),11,70,0.15714285714285714
(?:[^a-zA-Z]|\b)renkum(?:[^a-zA-Z]|\b),0,11,0.0
(?:[^a-zA-Z]|\b)renswoude(?:[^a-zA-Z]|\b),2,6,0.3333333333333333
(?:[^a-zA-Z]|\b)retranchement(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)reusel(?:[^a-zA-Z]|\b),0,3,0.0
(?:[^a-zA-Z]|\b)rheden(?:[^a-zA-Z]|\b),0,6,0.0
(?:[^a-zA-Z]|\b)rhenen(?:[^a-zA-Z]|\b),1,21,0.047619047619047616
(?:[^a-zA-Z]|\b)rh?(ij|y)nsburg(?:[^a-zA-Z]|\b),6,23,0.2608695652173913
(?:[^a-zA-Z]|\b)rhoon(?:[^a-zA-Z]|\b),3,23,0.13043478260869565
(?:[^a-zA-Z]|\b)ridderkerk(?:[^a-zA-Z]|\b),7,37,0.1891891891891892
(?:[^a-zA-Z]|\b)riethoven(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)rietveld(?:[^a-zA-Z]|\b),10,56,0.17857142857142858
(?:[^a-zA-Z]|\b)r(ij|y)ckholt(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)r(ij|y)nsaterwoude(?:[^a-zA-Z]|\b),1,10,0.1
(?:[^a-zA-Z]|\b)r(ij|y)p(?:[^a-zA-Z]|\b),10,53,0.18867924528301888
(?:[^a-zA-Z]|\b)r(ij|y)sbergen(?:[^a-zA-Z]|\b),0,7,0.0
(?:[^a-zA-Z]|\b)r(ij|y)senburg(?:[^a-zA-Z]|\b),4,10,0.4
(?:[^a-zA-Z]|\b)r(ij|y)ssen(?:[^a-zA-Z]|\b),2,8,0.25
(?:[^a-zA-Z]|\b)r(ij|y)sw(ij|y)k(?:[^a-zA-Z]|\b),15,76,0.19736842105263158
(?:[^a-zA-Z]|\b)r(ij|y)sw(ij|y)k(?:[^a-zA-Z]|\b),15,76,0.19736842105263158
(?:[^a-zA-Z]|\b)rilland(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)rimburg(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)ritthem(?:[^a-zA-Z]|\b),0,6,0.0
(?:[^a-zA-Z]|\b)rockanje(?:[^a-zA-Z]|\b),2,12,0.16666666666666666
(?:[^a-zA-Z]|\b)roden(?:[^a-zA-Z]|\b),5,15,0.3333333333333333
(?:[^a-zA-Z]|\b)roermond(?:[^a-zA-Z]|\b),27,109,0.24770642201834864
(?:[^a-zA-Z]|\b)roggel(?:[^a-zA-Z]|\b),0,3,0.0
(?:[^a-zA-Z]|\b)rolde(?:[^a-zA-Z]|\b),0,5,0.0
(?:[^a-zA-Z]|\b)roosteren(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)roo?(s|z)endaal(?:[^a-zA-Z]|\b),35,146,0.23972602739726026
(?:[^a-zA-Z]|\b)roo(s|z)endaal.?en.?nispen(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)rosmalen(?:[^a-zA-Z]|\b),5,28,0.17857142857142858
(?:[^a-zA-Z]|\b)rossum(?:[^a-zA-Z]|\b),5,33,0.15151515151515152
(?:[^a-zA-Z]|\b)rott.?rdam|rott\.(?:[^a-zA-Z]|\b),335,2338,0.14328485885372114
(?:[^a-zA-Z]|\b)rozenburg(?:[^a-zA-Z]|\b),4,36,0.1111111111111111
(?:[^a-zA-Z]|\b)rucphen(?:[^a-zA-Z]|\b),3,8,0.375
(?:[^a-zA-Z]|\b)ruinen(?:[^a-zA-Z]|\b),1,9,0.1111111111111111
(?:[^a-zA-Z]|\b)ruinerwold(?:[^a-zA-Z]|\b),1,9,0.1111111111111111
(?:[^a-zA-Z]|\b)ruurlo(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)ruwiel(?:[^a-zA-Z]|\b),1,19,0.05263157894736842
(?:[^a-zA-Z]|\b)s.?graveland(?:[^a-zA-Z]|\b),5,13,0.38461538461538464
(?:[^a-zA-Z]|\b)s.?graven?moer(?:[^a-zA-Z]|\b),2,10,0.2
(?:[^a-zA-Z]|\b)s.?gravendeel(?:[^a-zA-Z]|\b),4,33,0.12121212121212122
(?:[^a-zA-Z]|\b)graven.?hage|haag.*|s.?hage|grave\.(?:[^a-zA-Z]|\b),373,1468,0.25408719346049047
(?:[^a-zA-Z]|\b)s.?graven?polder(?:[^a-zA-Z]|\b),0,5,0.0
(?:[^a-zA-Z]|\b)s.?grave(s|z)ande(?:[^a-zA-Z]|\b),5,43,0.11627906976744186
(?:[^a-zA-Z]|\b)s.?heer.?abtskerke(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)s.?heer.?arendskerke(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)s.?heerenhoek(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)hert.?ogenbosch|(s|den).?bosch(?:[^a-zA-Z]|\b),87,446,0.19506726457399104
(?:[^a-zA-Z]|\b)sambeek(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)sappemeer(?:[^a-zA-Z]|\b),1,6,0.16666666666666666
(?:[^a-zA-Z]|\b)sas.?van.?gent(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)sassenheim(?:[^a-zA-Z]|\b),6,26,0.23076923076923078
(?:[^a-zA-Z]|\b)schaesbergh?(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)schagen(?:[^a-zA-Z]|\b),3,54,0.05555555555555555
(?:[^a-zA-Z]|\b)scha(ij|y)k(?:[^a-zA-Z]|\b),2,7,0.2857142857142857
(?:[^a-zA-Z]|\b)schalkw(ij|y)k(?:[^a-zA-Z]|\b),5,20,0.25
(?:[^a-zA-Z]|\b)scheemda(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)schellinkhout(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)schelluinen(?:[^a-zA-Z]|\b),0,3,0.0
(?:[^a-zA-Z]|\b)schermerhorn(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)scherpenisse(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)scherpenzeel(?:[^a-zA-Z]|\b),2,13,0.15384615384615385
(?:[^a-zA-Z]|\b)schiebroek(?:[^a-zA-Z]|\b),1,15,0.06666666666666667
(?:[^a-zA-Z]|\b)schieda(m|ams.?)(?:[^a-zA-Z]|\b),257,672,0.38244047619047616
(?:[^a-zA-Z]|\b)schiermonnikoog(?:[^a-zA-Z]|\b),2,8,0.25
(?:[^a-zA-Z]|\b)sch(ij|y)ndel(?:[^a-zA-Z]|\b),2,7,0.2857142857142857
(?:[^a-zA-Z]|\b)schimmert(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)schin.?op.?geulle(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)schinnen(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)schinveld(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)schipluiden(?:[^a-zA-Z]|\b),6,30,0.2
(?:[^a-zA-Z]|\b)schoond(ij|y)ke(?:[^a-zA-Z]|\b),1,13,0.07692307692307693
(?:[^a-zA-Z]|\b)schoonhoven(?:[^a-zA-Z]|\b),8,95,0.08421052631578947
(?:[^a-zA-Z]|\b)schoonrewoerd(?:[^a-zA-Z]|\b),1,4,0.25
(?:[^a-zA-Z]|\b)schoorl(?:[^a-zA-Z]|\b),0,6,0.0
(?:[^a-zA-Z]|\b)schore(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)schoten(?:[^a-zA-Z]|\b),17,117,0.1452991452991453
(?:[^a-zA-Z]|\b)schoterland(?:[^a-zA-Z]|\b),6,12,0.5
(?:[^a-zA-Z]|\b)serooskerke(?:[^a-zA-Z]|\b),2,12,0.16666666666666666
(?:[^a-zA-Z]|\b)serooskerke(?:[^a-zA-Z]|\b),2,12,0.16666666666666666
(?:[^a-zA-Z]|\b)sevenum(?:[^a-zA-Z]|\b),0,5,0.0
(?:[^a-zA-Z]|\b)s(ij|y)bekarspel(?:[^a-zA-Z]|\b),0,3,0.0
(?:[^a-zA-Z]|\b)simpelveld(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)(st.?|sint).?maarten(?:[^a-zA-Z]|\b),1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)(st.?|sint).?pancras(?:[^a-zA-Z]|\b),1,3,0.3333333333333333
(?:[^a-zA-Z]|\b)sittard(?:[^a-zA-Z]|\b),2,9,0.2222222222222222
(?:[^a-zA-Z]|\b)sleen(?:[^a-zA-Z]|\b),0,9,0.0
(?:[^a-zA-Z]|\b)slenaken(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)sliedrecht(?:[^a-zA-Z]|\b),17,91,0.18681318681318682
(?:[^a-zA-Z]|\b)slochteren(?:[^a-zA-Z]|\b),1,6,0.16666666666666666
(?:[^a-zA-Z]|\b)sloten(?:[^a-zA-Z]|\b),12,93,0.12903225806451613
(?:[^a-zA-Z]|\b)sloten(?:[^a-zA-Z]|\b),12,93,0.12903225806451613
(?:[^a-zA-Z]|\b)sluipw(ij|y)k(?:[^a-zA-Z]|\b),1,10,0.1
(?:[^a-zA-Z]|\b)sluis(?:[^a-zA-Z]|\b),19,127,0.14960629921259844
(?:[^a-zA-Z]|\b)smallingerland(?:[^a-zA-Z]|\b),0,2,0.0
(?:[^a-zA-Z]|\b)smilde(?:[^a-zA-Z]|\b),7,32,0.21875
(?:[^a-zA-Z]|\b)sneek(?:[^a-zA-Z]|\b),18,143,0.1258741258741259
(?:[^a-zA-Z]|\b)snelrewaard(?:[^a-zA-Z]|\b),2,16,0.125
(?:[^a-zA-Z]|\b)soerendon(k|k.?.?sterksel.?e?n?.?gastel)(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)soest(?:[^a-zA-Z]|\b),4,32,0.125
(?:[^a-zA-Z]|\b)someren(?:[^a-zA-Z]|\b),2,16,0.125
(?:[^a-zA-Z]|\b)sommelsd(ij|y)k(?:[^a-zA-Z]|\b),3,29,0.10344827586206896
(?:[^a-zA-Z]|\b)so(n|n.?e?n?.?breugel)(?:[^a-zA-Z]|\b),4,66,0.06060606060606061
(?:[^a-zA-Z]|\b)spaarndam(?:[^a-zA-Z]|\b),16,32,0.5
(?:[^a-zA-Z]|\b)spanbroek(?:[^a-zA-Z]|\b),4,10,0.4
(?:[^a-zA-Z]|\b)spaubeek(?:[^a-zA-Z]|\b),0,1,0.0
(?:[^a-zA-Z]|\b)sp(ij|y)kenisse(?:[^a-zA-Z]|\b),3,17,0.17647058823529413
(?:[^a-zA-Z]|\b)sprang(?:[^a-zA-Z]|\b),5,17,0.29411764705882354
(?:[^a-zA-Z]|\b)(st.?|sint).?anna.?ter.?muiden(?:[^a-zA-Z]|\b),0,0,0.0
(?:[^a-zA-Z]|\b)(st.?|sint).?annaland(?:[^a-zA-Z]|\b),7,10,0.7
